# Database that maps pinyin readings to their closest Tshet'hyun (Qieyun) equivalents.
# Pinyin readings tabulated from CEDict. Tshet'hyun (Qieyun) phonetic glosses sourced from multiple databases; syntax follows earlier versions of nk2028.
# No tone: Standard Mandarin unpredictable (入); 
# not to be confused with syllables with neutral tone ('Tone 5'), which are not assigned expected_readings.
# character counts are from CC-CEDICT (https://www.mdbg.net/chinese/dictionary?page=cedict). CEDICT is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License.
character	attested_reading	expected_reading	QY	singchar_ count	multchar_ count	char_total_count
燄	yan4			1	0	1
燇	jun4			1	0	1
燊	shen1		生臻平	1	0	1
燋	jiao1		精宵平	1	0	1
燏	yu4		以合眞入	1	0	1
燔	fan2		並元平	1	0	1
燖	xun2			1	0	1
燗	lan4			1	0	1
燚	yi4		以開清入	1	0	1
燠	yu4			1	0	1
燡	yi4		以開清入	1	0	1
燨	xi1			1	0	1
燰	wei1			1	0	1
燶	nong2			1	0	1
燹	xian3		心開仙上; 心開先上	1	0	1
燽	chou2		澄尤平	1	0	1
燿	yao4		以宵去	1	0	1
爊	ao1			1	0	1
爓	yan4		以鹽去	1	0	1
爕	xie4			1	0	1
爗	ye4		云鹽入	1	0	1
爚	yue4		以開陽入	1	0	1
爝	jue2		從開陽入	1	0	1
爟	guan4		見合寒去	1	0	1
爤	lan4		來開寒去	1	0	1
爥	zhu2			1	0	1
爫	zhao3			1	0	1
爻	yao2			1	0	1
牀	chuang2		崇開陽平	1	0	1
牁	ke1			1	0	1
牂	zang1		精開唐平	1	0	1
牄	qiang1		清開陽平	1	0	1
牋	jian1		精開先平	1	0	1
牎	chuang1		初江平	1	0	1
牏	tou2		定侯平	1	0	1
牐	zha2		崇咸入	1	0	1
牓	bang3		幫唐上	1	0	1
牕	chuang1		初江平	1	0	1
牚	cheng1			1	0	1
牠	ta1			1	0	1
牣	ren4		日開眞去	1	0	1
牮	jian4		精開先去	1	0	1
牯	gu3		見模上	1	0	1
牳	mu3			1	0	1
牷	quan2		從合仙平	1	0	1
牼	keng1		溪開耕平	1	0	1
牿	gu4			1	0	1
犆	te4			1	0	1
犇	ben1		幫魂平	1	0	1
犉	run2		日合眞平	1	0	1
犖	luo4		來江入	1	0	1
犗	jie4		見開夬去	1	0	1
犛	li2		來之平	1	0	1
犠	xi1			1	0	1
犨	chou1		昌尤平	1	0	1
犩	wei2		疑合微平	1	0	1
犫	chou1		昌尤平	1	0	1
犴	an4		疑開寒去	1	0	1
犵	qi4			1	0	1
犺	kang4		溪開唐去	1	0	1
狃	niu3		孃尤上	1	0	1
狆	zhong4			1	0	1
狘	yue4			1	0	1
狥	xun4			1	0	1
狦	shan1		生開刪平	1	0	1
狨	rong2		日三東平	1	0	1
狫	lao3			1	0	1
狴	bi4			1	0	1
狷	juan4		見合A仙去; 見合先去	1	0	1
狺	yin2		疑欣平; 疑開B眞平	1	0	1
狻	suan1		心合寒平	1	0	1
猂	han4			1	0	1
猈	ba4			1	0	1
猊	ni2			1	0	1
猋	biao1		幫A宵平	1	0	1
猓	guo3		見合一歌上	1	0	1
猘	zhi4			1	0	1
猟	lie4			1	0	1
猣	zong1		精一東平	1	0	1
猨	yuan2		云合元平	1	0	1
猭	yuan2			1	0	1
猱	nao2		泥豪平	1	0	1
猷	you2		以尤平	1	0	1
猹	cha2		崇開二麻平	1	0	1
猺	yao2		以宵平	1	0	1
獀	sou1			1	0	1
獉	zhen1			1	0	1
獋	hao2		匣豪平	1	0	1
獍	jing4		見開三庚去	1	0	1
獏	mo4			1	0	1
獘	bi4		並A祭去	1	0	1
獚	huang2		匣合唐平	1	0	1
獜	lin2		來開眞平	1	0	1
獝	yu4			1	0	1
獢	xiao1		曉B宵平	1	0	1
獣	shou4			1	0	1
獧	juan4		見合先去	1	0	1
獪	kuai4			1	0	1
獱	bian1			1	0	1
獳	nou4			1	0	1
玀	luo2		來開一歌平	1	0	1
玁	xian3		曉B鹽上	1	0	1
玂	qi2		羣開微平	1	0	1
玅	miao4		明A宵去	1	0	1
玆	zi1			1	0	1
玈	lu2		來模平	1	0	1
玊	su4			1	0	1
玍	ga3			1	0	1
玔	chuan4			1	0	1
玕	gan1		見開寒平	1	0	1
玖	jiu3		見尤上	1	0	1
玘	qi3		溪之上	1	0	1
玞	fu1		幫虞平	1	0	1
玠	jie4		見開皆去	1	0	1
玡	ya2			1	0	1
玤	bang4		並江上	1	0	1
玥	yue4		疑合元入	1	0	1
玨	jue2			1	0	1
玭	pin2		並A眞平	1	0	1
玶	ping2		並三庚平	1	0	1
玹	xuan2		匣合先平	1	0	1
玼	ci3		清開支上	1	0	1
珃	ran3			1	0	1
珇	zu3		精模上	1	0	1
珌	bi4			1	0	1
珎	zhen1			1	0	1
珔	jian4			1	0	1
珖	guang1		見合唐平	1	0	1
珚	yan1			1	0	1
珛	xiu4		曉尤去	1	0	1
珡	qin2			1	0	1
珧	yao2		以宵平	1	0	1
珩	heng2		匣開二庚平	1	0	1
珪	gui1		見合齊平	1	0	1
珳	wen2			1	0	1
珵	cheng2		澄開清平	1	0	1
珶	di4			1	0	1
珷	wu3		明虞上	1	0	1
珺	jun4		羣文去	1	0	1
珻	mei2			1	0	1
珽	ting3		透開青上	1	0	1
琀	han2			1	0	1
琁	xuan2		邪合仙平	1	0	1
琇	xiu4		心尤去	1	0	1
琍	li2			1	0	1
琖	zhan3		莊開山上	1	0	1
琚	ju1		見魚平	1	0	1
琝	min2			1	0	1
琠	dian3		端開先上	1	0	1
琤	cheng1		初開二庚平; 初開耕平	1	0	1
琨	kun1			1	0	1
琫	beng3		幫一東上	1	0	1
琬	wan3			1	0	1
琭	lu4		來一東入	1	0	1
琯	guan3		見合寒上	1	0	1
琰	yan3		以鹽上	1	0	1
琱	diao1		端蕭平	1	0	1
琲	bei4		並灰上; 並灰去	1	0	1
琹	qin2			1	0	1
瑀	yu3		云虞上	1	0	1
瑂	mei2			1	0	1
瑃	chun1		徹合眞平	1	0	1
瑇	dai4		定咍去	1	0	1
瑉	min2		明B眞平	1	0	1
瑏	chuan1			1	0	1
瑑	zhuan4		澄合仙上	1	0	1
瑔	quan2			1	0	1
瑗	yuan4		云合仙去	1	0	1
瑠	liu2		來尤平	1	0	1
瑢	rong2			1	0	1
瑭	tang2		定開唐平	1	0	1
瑲	qiang1		清開陽平	1	0	1
瑳	cuo1		清開一歌平	1	0	1
瑽	cong1		清鍾平	1	0	1
瑿	yi1			1	0	1
璁	cong1		清一東平	1	0	1
璅	suo3			1	0	1
璆	qiu2		羣尤平; 羣幽平	1	0	1
璈	ao2		疑豪平	1	0	1
璉	lian3		來開仙上	1	0	1
璊	men2		明魂平	1	0	1
璘	lin2		來開眞平	1	0	1
璝	gui1			1	0	1
璟	jing3			1	0	1
璠	fan2		並元平	1	0	1
璡	jin4		精開眞去	1	0	1
璢	liu2			1	0	1
璥	jing3		見開三庚上	1	0	1
璪	zao3		精豪上	1	0	1
璫	dang1		端開唐平	1	0	1
璯	hui4			1	0	1
璱	se4			1	0	1
璲	sui4		邪合脂去	1	0	1
璵	yu2		以魚平	1	0	1
璸	bin1			1	0	1
璿	xuan2		邪合仙平	1	0	1
瓀	ruan3			1	0	1
瓁	wo4		疑合唐入	1	0	1
瓈	li2		來開齊平	1	0	1
瓌	gui1		見灰平	1	0	1
瓖	xiang1		心開陽平	1	0	1
瓘	guan4		見合寒去	1	0	1
瓚	zan4		從開寒上; 從開寒去	1	0	1
瓛	huan2		匣合寒平	1	0	1
瓞	die2		定開先入	1	0	1
瓬	fang3		幫陽上	1	0	1
瓮	weng4		影一東去	1	0	1
瓵	yi2		以之平	1	0	1
瓻	chi1		徹開脂平	1	0	1
甀	zhui4		澄合支去	1	0	1
甁	ping2			1	0	1
甃	zhou4		莊尤去	1	0	1
甇	ying1			1	0	1
甋	di4			1	0	1
甎	zhuan1		章合仙平	1	0	1
甏	bang4			1	0	1
甑	zeng4			1	0	1
甒	wu3		明虞上	1	0	1
甓	pi4			1	0	1
甔	dan1		端覃平; 端談平	1	0	1
甖	ying1			1	0	1
甗	yan3		疑開B仙上	1	0	1
甙	dai4		定咍去	1	0	1
甛	tian2			1	0	1
甝	han2		匣談平	1	0	1
甞	chang2		常開陽平	1	0	1
甡	shen1		生臻平	1	0	1
産	chan3			1	0	1
甭	beng2			1	0	1
甮	beng2			1	0	1
甯	ning2			1	0	1
甹	ping1		滂青平	1	0	1
甽	quan3			1	0	1
甿	meng2		明耕平	1	0	1
畀	bi4		幫A脂去	1	0	1
畁	bi4			1	0	1
畂	mu3			1	0	1
畄	liu2			1	0	1
畆	mu3			1	0	1
畇	yun2		以合眞平	1	0	1
畈	fan4		幫元去	1	0	1
畊	geng1			1	0	1
畎	quan3			1	0	1
畒	mu3			1	0	1
畓	xx5			1	0	1
畟	ce4			1	0	1
畤	zhi4		澄之上	1	0	1
畧	lüe4		來開陽入	1	0	1
畮	mu3			1	0	1
畯	jun4		精合眞去	1	0	1
畱	liu2			1	0	1
畳	die2			1	0	1
畵	hua4			1	0	1
畷	chuo4			1	0	1
畺	jiang1		見開陽平	1	0	1
畽	tuan3			1	0	1
畾	lei2		來灰平	1	0	1
疃	tuan3		透合寒上	1	0	1
疉	die2			1	0	1
疍	dan4		定開寒上	1	0	1
疐	zhi4		知開脂去	1	0	1
疒	ne4		孃開耕入	1	0	1
疕	bi3		幫A脂上	1	0	1
疘	gang1			1	0	1
疢	chen4		徹開眞去	1	0	1
疧	zhi1			1	0	1
疳	gan1		見談平	1	0	1
疶	xie4			1	0	1
疿	fei4		幫微去	1	0	1
痁	dian4		端添去	1	0	1
痄	zha4			1	0	1
痌	tong1		透一東平	1	0	1
痏	wei3		云合脂上	1	0	1
痐	hui2			1	0	1
痒	yang3		以開陽上	1	0	1
痗	mei4		明灰去	1	0	1
痚	xiao1			1	0	1
痜	tu1			1	0	1
痠	suan1		心合寒平	1	0	1
痡	pu1		滂模平	1	0	1
痩	shou4			1	0	1
痭	peng2			1	0	1
痯	guan3		見合寒上	1	0	1
痳	lin2		來侵平	1	0	1
痵	ji4			1	0	1
痻	min2		明B眞平	1	0	1
瘂	ya3		影開二麻上	1	0	1
瘃	zhu2			1	0	1
瘈	ji4			1	0	1
瘉	yu4			1	0	1
瘌	la4		來開寒入	1	0	1
瘏	tu2		定模平	1	0	1
瘐	yu3		以虞上	1	0	1
瘕	jia3		見開二麻上	1	0	1
瘖	yin1		影B侵平	1	0	1
瘚	jue2			1	0	1
瘝	guan1		見合山平	1	0	1
瘞	yi4		影開B祭去	1	0	1
瘨	dian1		端開先平	1	0	1
瘭	biao1		幫A宵平	1	0	1
瘮	shen4			1	0	1
瘯	cu4			1	0	1
瘳	chou1		徹尤平	1	0	1
瘵	zhai4		莊開皆去	1	0	1
瘺	lou4		來侯去	1	0	1
瘼	mo4		明唐入	1	0	1
癄	qiao2			1	0	1
癅	liu2			1	0	1
癈	fei4		幫廢去	1	0	1
癎	xian2			1	0	1
癐	gui4			1	0	1
癕	yong1			1	0	1
癙	shu3		書魚上	1	0	1
癠	ji4		從開齊上; 從開齊去	1	0	1
癤	jie2			1	0	1
癪	ji1			1	0	1
癭	ying3		影開清上	1	0	1
発	fa1			1	0	1
皁	zao4		從豪上	1	0	1
皃	mao4		明肴去	1	0	1
皐	gao1		見豪平	1	0	1
皕	bi4			1	0	1
皘	qian4			1	0	1
皜	hao4			1	0	1
皝	huang3			1	0	1
皞	hao4			1	0	1
皤	po2		並一歌平	1	0	1
皨	xing1			1	0	1
皪	li4		來開青入	1	0	1
皫	piao3		滂A宵上	1	0	1
皭	jiao4		精宵去	1	0	1
皷	gu3		見模上	1	0	1
皸	jun1		見文平	1	0	1
皽	zhan3		知開仙上; 章開仙上	1	0	1
盇	he2			1	0	1
盋	bo1			1	0	1
盌	wan3		影合寒上	1	0	1
盍	he2		匣談入	1	0	1
盚	qiu2			1	0	1
盝	lu4		來一東入	1	0	1
盦	an1		影覃平	1	0	1
盩	zhou1		知尤平	1	0	1
盬	gu3		見模上	1	0	1
盭	li4		來開齊去	1	0	1
盵	qi4		溪開微去	1	0	1
盻	xi4		匣開齊去	1	0	1
眂	shi4		常開脂去	1	0	1
眅	pan1		滂刪平	1	0	1
眊	mao4		明豪去	1	0	1
県	xian4			1	0	1
眎	shi4		常開脂上; 常開脂去; 船開脂去	1	0	1
眑	yao3			1	0	1
眕	zhen3		章開眞上	1	0	1
眚	sheng3		生開三庚上	1	0	1
眛	mei4		明灰去	1	0	1
眞	zhen1		章開眞平	1	0	1
眡	shi4		常開脂上; 常開脂去	1	0	1
眢	yuan1		影合元平	1	0	1
眣	die2		定開先入	1	0	1
眰	die2			1	0	1
眴	xuan4		匣合先去; 曉合先去	1	0	1
眹	zhen4		澄開眞上	1	0	1
睂	mei2			1	0	1
睅	han4			1	0	1
睆	huan3			1	0	1
睊	juan4		見合先去	1	0	1
睍	xian4		匣開先上	1	0	1
睎	xi1		曉開微平	1	0	1
睒	shan3		書鹽上	1	0	1
睓	tian3			1	0	1
睖	leng4			1	0	1
睘	qiong2		羣合清平	1	0	1
睙	lie4			1	0	1
睟	sui4		心合脂去	1	0	1
睠	juan4		見合B仙去	1	0	1
睯	hun1			1	0	1
瞍	sou3		心侯上	1	0	1
瞏	qiong2			1	0	1
瞕	zhang4		章開陽去	1	0	1
瞖	yi4		影開齊去	1	0	1
瞟	piao3		滂A宵上	1	0	1
瞢	meng2		明三東平; 明登平	1	0	1
瞫	shen3		書侵上	1	0	1
瞵	lin2		來開眞平	1	0	1
瞷	jian4			1	0	1
瞹	ai4			1	0	1
矁	chou3			1	0	1
矉	pin2			1	0	1
矔	guan4		見合刪去; 見合寒去	1	0	1
矙	kan4			1	0	1
矞	yu4		以合眞入	1	0	1
矟	shuo4			1	0	1
矠	ze2			1	0	1
矦	hou2		匣侯平	1	0	1
矧	shen3		書開眞上	1	0	1
矨	ying3		疑開青上	1	0	1
矬	cuo2		從合一歌平	1	0	1
矰	zeng1		精開登平	1	0	1
矱	yue1			1	0	1
矴	ding4		端開青去	1	0	1
矷	zi3			1	0	1
矼	jiang1		見江平	1	0	1
砃	dan1			1	0	1
砄	jue2			1	0	1
砅	li4		來開祭去	1	0	1
砆	fu1			1	0	1
砈	e4			1	0	1
砑	ya4		疑開二麻去	1	0	1
砕	sui4			1	0	1
砟	zha3			1	0	1
砠	qu1		清魚平	1	0	1
砦	zhai4		崇開夬去	1	0	1
砫	zhu3		章虞上	1	0	1
砮	nu3		泥模上	1	0	1
砯	ping1		滂蒸平	1	0	1
砳	le4		來開耕入	1	0	1
砵	bo1			1	0	1
砹	ai4		影開泰去	1	0	1
砼	tong2		定一東平	1	0	1
硌	ge4			1	0	1
硍	ken4			1	0	1
硎	xing2		匣開青平	1	0	1
硏	yan2		疑開先平	1	0	1
硑	peng1			1	0	1
硒	xi1		心開齊平	1	0	1
硜	keng1		溪開耕平	1	0	1
硤	xia2		匣咸入	1	0	1
硭	mang2			1	0	1
确	que4			1	0	1
硻	keng1		溪開耕平	1	0	1
硾	zhui4		澄合支去	1	0	1
碃	qing4			1	0	1
碈	min2		明B眞平	1	0	1
碏	que4			1	0	1
碓	dui4		端灰去	1	0	1
碔	wu3		明虞上	1	0	1
碝	ruan3		日合仙上	1	0	1
碞	yan2		疑咸平	1	0	1
碪	zhen1		知侵平	1	0	1
碫	duan4		端合寒去	1	0	1
碬	xia2		匣開二麻平	1	0	1
碯	nao3		泥豪上	1	0	1
碲	di4		端開齊去	1	0	1
碸	feng1		幫三東平	1	0	1
碻	que4			1	0	1
磈	wei3		影合微上	1	0	1
磉	sang3		心開唐上	1	0	1
磎	xi1			1	0	1
磔	zhe2			1	0	1
磖	la2			1	0	1
磛	chan2			1	0	1
磟	liu4			1	0	1
磠	lu3			1	0	1
磤	yin3		影欣上	1	0	1
磥	lei3		來灰上	1	0	1
磪	cui1			1	0	1
磭	chuo4			1	0	1
磵	jian4			1	0	1
磹	dian4		定添去	1	0	1
磻	pan2		並寒平	1	0	1
磽	qiao1		溪肴平	1	0	1
礀	jian4			1	0	1
礅	dun1		端魂平	1	0	1
礗	pin1			1	0	1
礚	ke1			1	0	1
礝	ruan3			1	0	1
礞	meng2		明一東平	1	0	1
礧	lei4		來灰去	1	0	1
礮	pao4		滂肴去	1	0	1
礲	long2			1	0	1
礵	shuang1			1	0	1
礽	reng2		日開蒸平	1	0	1
礿	yue4		以開陽入	1	0	1
祂	ta1			1	0	1
祄	xie4			1	0	1
祅	yao1		影B宵平	1	0	1
祊	beng1		幫二庚平	1	0	1
祍	ren4			1	0	1
祏	shi2		常開清入	1	0	1
祔	fu4		並虞去	1	0	1
祗	zhi1		章開脂平	1	0	1
祘	suan4		心合寒去	1	0	1
祧	tiao1		透蕭平	1	0	1
祫	xia2		匣咸入	1	0	1
祲	jin1		精侵平	1	0	1
祻	gu4			1	0	1
祼	guan4		見合寒去	1	0	1
禂	dao3		端豪上	1	0	1
禇	chu3			1	0	1
禋	yin1		影開A眞平	1	0	1
禑	wu2			1	0	1
禔	ti2		定開齊平	1	0	1
禕	yi1		影開B支平	1	0	1
禖	mei2		明灰平	1	0	1
禘	di4		定開齊去	1	0	1
禚	zhuo2			1	0	1
禜	yong3			1	0	1
禝	ji4			1	0	1
禠	si1		心開支平	1	0	1
禡	ma4		明二麻去	1	0	1
禢	ta4			1	0	1
禤	xuan1		曉合A仙平	1	0	1
禥	qi2		羣之平	1	0	1
禨	ji1		見開微平	1	0	1
禩	si4		邪之上	1	0	1
禫	tan3			1	0	1
禴	yue4		以開陽入	1	0	1
禸	rou2			1	0	1
秈	xian1		心開仙平	1	0	1
秊	nian2		泥開先平	1	0	1
秌	qiu1		清尤平	1	0	1
秏	hao4		曉豪去	1	0	1
秔	jing1			1	0	1
秖	zhi3			1	0	1
秚	ban4			1	0	1
秠	pi1		滂B脂平	1	0	1
秬	ju4		羣魚上	1	0	1
秷	zhi2			1	0	1
稆	lü3			1	0	1
稉	jing1			1	0	1
稊	ti2		定開齊平	1	0	1
稌	tu2			1	0	1
稑	lu4		來三東入	1	0	1
稗	bai4		並佳去	1	0	1
稛	kun3		溪魂上	1	0	1
稬	nuo4		泥合一歌去	1	0	1
稭	jie1		見開皆平	1	0	1
稲	dao4			1	0	1
稹	zhen3		章開眞上	1	0	1
稺	zhi4		澄開脂去	1	0	1
稾	gao3		見豪上	1	0	1
穂	sui4			1	0	1
穄	ji4		精開祭去	1	0	1
穅	kang1		溪開唐平	1	0	1
穇	shan1		生銜平	1	0	1
穈	men2			1	0	1
穉	zhi4			1	0	1
穊	ji4		見開B脂去	1	0	1
穋	lu4		來三東入	1	0	1
穏	wen3			1	0	1
穜	tong2		定一東平	1	0	1
穟	sui4		邪合脂去	1	0	1
穠	nong2		孃鍾平	1	0	1
穣	rang2			1	0	1
穤	nuo4		泥合一歌去	1	0	1
穧	ji4		從開齊去; 精開祭去; 精開齊去	1	0	1
穨	tui2		定灰平	1	0	1
穭	lü3		來魚上	1	0	1
穮	biao1			1	0	1
穯	se4			1	0	1
穵	wa1			1	0	1
穽	jing3			1	0	1
窂	lao2		來豪平	1	0	1
窆	bian3			1	0	1
窊	wa1		影合二麻平	1	0	1
窋	zhu2			1	0	1
窌	jiao4			1	0	1
窓	chuang1		初江平	1	0	1
窔	yao3			1	0	1
窞	dan4		定覃上	1	0	1
窬	yu2		以虞平	1	0	1
窰	yao2		以宵平	1	0	1
窴	tian2		定開先平	1	0	1
窵	diao4		端蕭去	1	0	1
窶	ju4		羣虞上	1	0	1
窻	chuang1		初江平	1	0	1
竁	cui4		清合祭去	1	0	1
竃	zao4			1	0	1
竑	hong2		匣合耕平	1	0	1
竚	zhu4		澄魚上	1	0	1
竜	long2			1	0	1
竝	bing4		並青上	1	0	1
竡	bai3			1	0	1
竢	si4			1	0	1
竦	song3		心鍾上	1	0	1
竪	shu4		常虞上	1	0	1
竾	chi2			1	0	1
笀	mang2			1	0	1
笉	qin3		清開眞上	1	0	1
笎	yuan2			1	0	1
笏	hu4			1	0	1
笐	gang1		見開唐平	1	0	1
笓	pi2		並齊平	1	0	1
笭	ling2		來開青平	1	0	1
笮	ze2			1	0	1
笰	fu2			1	0	1
笱	gou3		見侯上	1	0	1
笲	fan2		並元平	1	0	1
笳	jia1		見開二麻平	1	0	1
笵	fan4		並凡上	1	0	1
笸	po3		滂一歌上	1	0	1
笻	qiong2			1	0	1
筃	yin1			1	0	1
筇	qiong2		羣鍾平	1	0	1
筈	gua1			1	0	1
筎	ru2			1	0	1
筘	kou4		溪侯去	1	0	1
筞	ce4			1	0	1
筤	lang2		來開唐平	1	0	1
筥	ju3		見魚上	1	0	1
筧	jian3		見開先上	1	0	1
筩	tong3			1	0	1
筭	suan4		心合寒去	1	0	1
筯	zhu4		澄魚去	1	0	1
筰	zuo2		從開唐入	1	0	1
筱	xiao3		心蕭上	1	0	1
筳	ting2		定開青平	1	0	1
筴	ce4			1	0	1
筸	gan1			1	0	1
箂	lai2			1	0	1
箇	ge4		見開一歌去	1	0	1
箊	yu1		影魚平	1	0	1
箎	chi2			1	0	1
箑	sha4			1	0	1
箒	zhou3		章尤上	1	0	1
箘	jun4		羣合B眞上	1	0	1
箙	fu2		並三東入	1	0	1
箛	gu1		見模平	1	0	1
箝	qian2		羣B鹽平	1	0	1
箠	chui2			1	0	1
箬	ruo4		日開陽入	1	0	1
箮	xuan1			1	0	1
箯	bian1		幫A仙平	1	0	1
箾	shuo4			1	0	1
篁	huang2		匣合唐平	1	0	1
篃	mei4			1	0	1
篘	chou1		初尤平	1	0	1
篚	fei3		幫微上	1	0	1
篛	ruo4			1	0	1
篜	zheng1		章開蒸平	1	0	1
篟	qian4		清開先去	1	0	1
篠	xiao3		心蕭上	1	0	1
篢	gong1		見一東平	1	0	1
篧	zhuo2		崇江入	1	0	1
篨	chu2		澄魚平	1	0	1
篭	long2			1	0	1
篰	bu4			1	0	1
篲	hui4			1	0	1
篴	di2		定開青入	1	0	1
篶	yan1			1	0	1
篼	dou1		端侯平	1	0	1
簀	ze2			1	0	1
簁	xi3			1	0	1
簃	yi2		以開支平	1	0	1
簆	kou4		溪侯去	1	0	1
簋	gui3		見合B脂上	1	0	1
簏	lu4		來一東入	1	0	1
簑	suo1			1	0	1
簒	cuan4			1	0	1
簗	zhu4			1	0	1
簜	dang4		定開唐上	1	0	1
簟	dian4		定添上	1	0	1
簠	fu3		幫虞上	1	0	1
簥	jiao1		見B宵平	1	0	1
簦	deng1		端開登平	1	0	1
簨	sun3			1	0	1
簬	lu4		來模去	1	0	1
簮	zan1			1	0	1
簰	pai2			1	0	1
簻	ke1			1	0	1
籅	yu2			1	0	1
籊	ti4			1	0	1
籐	teng2		定開登平	1	0	1
籒	zhou4			1	0	1
籓	fan1		幫元平	1	0	1
籔	sou3		心侯上	1	0	1
籖	qian1			1	0	1
籚	lu2		來模平	1	0	1
籛	jian1		精開先平	1	0	1
籜	tuo4			1	0	1
籝	ying2		以開清平	1	0	1
籢	lian2		來鹽平	1	0	1
籣	lan2		來開寒平	1	0	1
籥	yue4		以開陽入	1	0	1
籧	qu2		羣魚平	1	0	1
籩	bian1		幫先平	1	0	1
籪	duan4		定合寒上	1	0	1
籫	zuan3		精合寒上	1	0	1
籭	shai1		生開佳平	1	0	1
籯	ying2			1	0	1
籵	fan2			1	0	1
籸	shen1		生臻平	1	0	1
籹	nü3		孃魚上	1	0	1
粀	zhang4			1	0	1
粁	qian1			1	0	1
粃	bi3			1	0	1
粄	ban3		幫寒上	1	0	1
粇	kang1			1	0	1
粋	cui4			1	0	1
粔	ju4		羣魚上	1	0	1
粚	chi1			1	0	1
粛	su4			1	0	1
粞	xi1		心開齊平	1	0	1
粢	zi1		精開脂平	1	0	1
粦	lin2		來開眞平	1	0	1
粧	zhuang1		莊開陽平	1	0	1
粬	qu1			1	0	1
粰	fu1			1	0	1
粺	bai4		並佳去	1	0	1
粻	zhang1		知開陽平	1	0	1
粿	guo3		見合一歌上	1	0	1
糆	mian4			1	0	1
糈	xu3		心魚上	1	0	1
糉	zong4		精一東去	1	0	1
糒	bei4			1	0	1
糔	xiu3		心尤上	1	0	1
糭	zong4			1	0	1
糱	nie4			1	0	1
糴	di2		定開青入	1	0	1
糶	tiao4		透蕭去	1	0	1
糸	mi4		明青入	1	0	1
紃	xun2		邪合眞平	1	0	1
紑	fou2			1	0	1
紘	hong2		匣合耕平	1	0	1
紞	dan3		端談上	1	0	1
紟	jin1			1	0	1
紩	zhi4			1	0	1
紬	chou2		澄尤平	1	0	1
紱	fu2			1	0	1
紲	xie4			1	0	1
紵	zhu4		澄魚上	1	0	1
紽	tuo2		定開一歌平	1	0	1
紾	zhen3		章開眞上	1	0	1
紿	dai4		定咍上	1	0	1
絁	shi1		書開支平	1	0	1
絃	xian2		匣開先平	1	0	1
絅	jiong3			1	0	1
経	jing1			1	0	1
絏	xie4			1	0	1
絖	kuang4			1	0	1
絚	geng1			1	0	1
絣	bing3			1	0	1
絪	yin1		影開A眞平	1	0	1
絫	lei3		來合支上	1	0	1
絰	die2		定開先入	1	0	1
絵	hui4			1	0	1
絶	jue2			1	0	1
絺	chi1		徹開脂平	1	0	1
絿	qiu2		羣尤平	1	0	1
綀	shu1		生魚平	1	0	1
綂	tong3			1	0	1
綃	xiao1		心宵平	1	0	1
綅	qin1		清侵平	1	0	1
綆	geng3		見開二庚上	1	0	1
綈	ti2		定開齊平	1	0	1
綉	xiu4			1	0	1
綌	xi4			1	0	1
綍	fu2			1	0	1
綎	ting1		透開青平	1	0	1
綑	kun3		溪魂上	1	0	1
綖	yan2		以開仙平	1	0	1
綗	jiong3			1	0	1
綘	feng2			1	0	1
継	ji4			1	0	1
続	xu4			1	0	1
綝	chen1		徹侵平	1	0	1
綥	qi2			1	0	1
綪	qian4		清開先去	1	0	1
綫	xian4		心開仙去	1	0	1
綮	qi3		溪開齊上	1	0	1
綯	tao2		定豪平	1	0	1
綰	wan3		影合刪上	1	0	1
綳	beng1			1	0	1
綾	ling2		來開蒸平	1	0	1
緁	jie2			1	0	1
緅	zou1		精侯平	1	0	1
緆	xi1			1	0	1
緇	zi1			1	0	1
緌	rui2		日合脂平	1	0	1
緍	min2		明B眞平	1	0	1
緎	yu4		云合蒸入	1	0	1
総	zong3			1	0	1
緐	fan2		並元平	1	0	1
緔	shang4		常開陽去	1	0	1
緖	xu4			1	0	1
緗	xiang1		心開陽平	1	0	1
緜	mian2		明A仙平	1	0	1
緡	min2		明B眞平	1	0	1
緤	xie4			1	0	1
緥	bao3		幫豪上	1	0	1
緦	si1		心之平	1	0	1
緪	geng1		見開登平	1	0	1
緫	zong3		精一東上	1	0	1
緰	yu2			1	0	1
緶	bian4			1	0	1
緹	ti2		定開齊平	1	0	1
縁	yuan2		以合仙平	1	0	1
縂	zong3			1	0	1
縃	xu1			1	0	1
縄	sheng2			1	0	1
縋	zhui4		澄合支去	1	0	1
縏	pan2		並寒平	1	0	1
縑	jian1		見添平	1	0	1
縗	cui1		清灰平	1	0	1
縚	tao1		透豪平	1	0	1
縠	hu2		匣一東入	1	0	1
縡	zai4		精咍去	1	0	1
縢	teng2		定開登平	1	0	1
縦	zong4			1	0	1
縯	yin3		以開眞上	1	0	1
縰	xi3			1	0	1
縲	lei2		來合脂平	1	0	1
縳	zhuan4			1	0	1
縶	zhi2			1	0	1
縻	mi2		明B支平	1	0	1
縿	shan1		生銜平	1	0	1
繄	yi1		影開齊平	1	0	1
繅	sao1		心豪平	1	0	1
繈	qiang3			1	0	1
繊	xian1			1	0	1
繋	xi4			1	0	1
繐	sui4		心合祭去	1	0	1
繖	san3		心開寒上	1	0	1
繘	yu4		以合眞入	1	0	1
繙	fan1		滂元平	1	0	1
繠	rui3		日合支上; 日合脂上	1	0	1
