# Database that maps pinyin readings to their closest Tshet'hyun (Qieyun) equivalents.
# Pinyin readings tabulated from CEDict. Tshet'hyun (Qieyun) phonetic glosses sourced from multiple databases; syntax follows earlier versions of nk2028.
# No tone: Standard Mandarin unpredictable (入); 
# not to be confused with syllables with neutral tone ('Tone 5'), which are not assigned expected_readings.
# character counts are from CC-CEDICT (https://www.mdbg.net/chinese/dictionary?page=cedict). CEDICT is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License.
character	attested_reading	expected_reading	QY	singchar_ count	multchar_ count	char_total_count
詫	cha4		徹開二麻去	1	3	4
誹	fei3			1	3	4
諂	chan3		徹鹽上	1	3	4
諉	wei3	nei4	孃合支去	1	3	4
諢	hun4	wen4	疑魂去	1	3	4
諮	zi1		精開脂平	1	3	4
諳	an1		影覃平	1	3	4
謐	mi4		明A眞入	1	3	4
謳	ou1		影侯平	1	3	4
讕	lan2		來開寒平	1	3	4
豕	shi3		書開支上	1	3	4
豢	huan4		匣合刪去	1	3	4
贍	shan4		常鹽去	1	3	4
赭	zhe3		章開三麻上	1	3	4
趑	zi1	ci1	清開脂平	1	3	4
趺	fu1		幫虞平	1	3	4
跎	tuo2		定開一歌平	1	3	4
跏	jia1		見開二麻平	1	3	4
跛	bo3		幫一歌上	1	3	4
跤	jiao1	qiao1	溪肴平	1	3	4
踟	chi2		澄開支平	1	3	4
踥	qie4	qie	清鹽入	1	3	4
蹉	cuo1		清開一歌平	1	3	4
蹋	ta4	da2	定談入	1	3	4
蹣	pan2		並寒平	1	3	4
蹶	jue2		羣合元入	1	1	4
蹶	jue3	jue	見合B仙入; 見合元入	1	1	4
躕	chu2		澄虞平	1	3	4
軾	shi4	shi	書開蒸入	1	3	4
輓	wan3		明元上	1	3	4
輛	liang4		來開陽去	1	3	4
輾	zhan3		知開仙上	1	3	4
轡	pei4	bi4	幫B脂去	1	3	4
迄	qi4	xi	曉欣入	1	3	4
迤	yi2		以開支平	1	1	4
迤	yi3		以開支上	1	1	4
迥	jiong3	xiong4	匣合青上	1	3	4
迹	ji4	ji	精開清入	1	3	4
邋	la1	la4	來談入	1	3	4
邙	mang2		明唐平	1	3	4
郁	yu4	yu	影三東入	2	2	4
鄖	yun2		云文平	1	3	4
鄞	yin2		疑欣平; 疑開B眞平	1	3	4
鄱	po2		並一歌平	1	3	4
酗	xu4		曉虞去	1	3	4
酢	cu4		清模去	1	1	4
酢	zuo4	zuo2	從開唐入	1	1	4
醴	li3		來開齊上	1	3	4
醺	xun1		曉文平	1	3	4
釉	you4		以尤去	1	3	4
銨	an3		影開寒上	1	3	4
鋃	lang2		來開唐平	1	3	4
鋅	xin1		心開眞平	1	3	4
鋯	gao4		見豪去	1	3	4
錠	ding4		定開青去; 端開青去	1	3	4
鍬	qiao1		清宵平	1	3	4
鏵	hua2		匣合二麻平	1	3	4
鐐	liao4		來蕭去	1	3	4
鐸	duo2		定開唐入	2	2	4
鑣	biao1		幫B宵平	1	3	4
閂	shuan1		生合刪平	1	3	4
閏	run4		日合眞去	1	3	4
閼	e4	e	影開寒入	1	1	4
閼	yan1		影開先平; 影開B仙平	1	1	4
闃	qu4	qu	溪合青入	1	3	4
阡	qian1		清開先平	1	3	4
阱	jing3	jing4	從開清上	1	3	4
隧	sui4		邪合脂去	1	3	4
霖	lin2		來侵平	1	3	4
霰	xian4		心開先去	1	3	4
靉	ai4		影咍去	1	3	4
靦	mian3	tian3	透開先上	2	1	4
靦	tian3		透開先上	0	1	4
靼	da2	da	端開寒入	1	3	4
鞣	rou2		日尤平	1	3	4
頡	jie2	xie2	匣開先入	1	1	4
頡	xie2		匣開先入	2	0	4
顰	pin2		並A眞平	1	3	4
顳	nie4	re4	日鹽入	1	3	4
顴	quan2		羣合B仙平	1	3	4
颳	gua1	gua	見合刪入	1	3	4
飧	sun1		心魂平	1	3	4
飭	chi4	chi	徹開蒸入	1	3	4
飴	yi2		以之平	1	3	4
餞	jian4		從開仙上; 從開仙去	1	3	4
饈	xiu1		心尤平	1	3	4
饌	zhuan4		崇合仙去; 崇合刪上	1	3	4
饔	yong1		影鍾平	1	3	4
騶	zou1	zhou1	莊尤平	2	2	4
驀	mo4		明二庚入	1	3	4
驁	ao4		疑豪去	1	3	4
骼	ge2	ge	見開二庚入	1	3	4
髀	bi4		並齊上	1	3	4
鬣	lie4		來鹽入	1	3	4
鬨	hong4		匣一東去	1	3	4
魍	wang3		明陽上	1	3	4
魎	liang3		來開陽上	1	3	4
鮁	ba4	bo	幫寒入	1	3	4
鯡	fei1	fei4	幫微去	1	3	4
鯧	chang1		昌開陽平	1	3	4
鰥	guan1		見合山平	1	3	4
鵂	xiu1		曉尤平	1	3	4
鵪	an1		影覃平	1	3	4
鵾	kun1	gun1	見魂平	1	3	4
鶹	liu2		來尤平	1	3	4
鷳	xian2		匣開山平	1	3	4
鸏	meng2		明一東平	1	3	4
麴	qu1	qu	溪三東入	2	2	4
黍	shu3		書魚上	1	3	4
黢	qu1	qu	清合眞入	1	3	4
黷	du2		定一東入	1	3	4
鼴	yan3		影開元上	1	3	4
齧	nie4	ye4	疑開先入	2	2	4
齪	chuo4	chuo	初江入	1	3	4
齶	e4		疑開唐入	1	3	4
㹴	geng3			1	3	4
丌	ji1		見之平	2	0	3
丌	qi2			1	0	3
丐	gai4		見開泰去	1	2	3
丕	pi1		滂B脂平	1	2	3
丞	cheng2		常開蒸平	1	2	3
丰	feng1		滂鍾平	1	2	3
乜	mie1	mie3	明三麻上	1	2	3
亟	ji2	ji	見開蒸入	1	1	3
亟	qi4		溪之去	1	0	3
亳	bo2		並唐入	1	2	3
仆	pu1	fu4	滂虞去	1	2	3
伉	kang4		溪開唐去	1	2	3
伕	fu1		幫虞平	1	2	3
伢	ya2		疑開二麻平	1	2	3
佇	zhu4		澄魚上	1	2	3
佉	qu1	qie1	溪開三歌平	1	1	3
佉	qia1	qie1	溪開三歌平	0	1	3
佼	jiao3		見肴上	1	2	3
俁	yu3		疑虞上	1	2	3
俳	pai2		並皆平	1	2	3
倀	chang1		徹開陽平	1	2	3
倨	ju4		見魚去	1	2	3
倻	ye1	ye2	以開三麻平	1	2	3
偁	cheng1		昌開蒸平	1	2	3
偎	wei1		影灰平	1	2	3
傯	zong3		精一東上	1	2	3
僖	xi1		曉之平	2	1	3
儁	jun4		精合眞去	1	2	3
儈	kuai4	gui4	見合泰去	1	2	3
儺	nuo2		泥開一歌平	1	2	3
儼	yan3		疑嚴上	1	2	3
兗	yan3	yuan3	以合仙上	1	2	3
冢	zhong3		知鍾上	1	2	3
凇	song1		心鍾平	1	2	3
剮	gua3		見合二麻上	1	2	3
剽	piao1			1	2	3
劄	zha2	zha	知咸入	1	1	3
劄	zha1			1	0	3
劭	shao4		常宵去	2	1	3
劾	he2		匣開登入	1	2	3
勦	jiao3		精宵上	1	1	3
勦	chao1			1	0	3
卅	sa4	sa	心覃入; 心談入	1	2	3
卟	bu3	ji1	見開齊平	1	2	3
卹	xu4	xu	心合眞入	1	2	3
厝	cuo4	cuo	清開唐入	1	2	3
叻	le4		來開登入	1	2	3
吲	yin3		以開眞上	1	2	3
呃	e4	e	影開耕入	1	2	3
呋	fu1		幫虞平	1	2	3
呷	ga1	xia	曉銜入	0	2	3
呷	xia1			1	0	3
呻	shen1		書開眞平	1	2	3
咂	za1	za	精覃入	1	2	3
咆	pao2		並肴平	1	2	3
咐	fu4		幫虞去	1	2	3
咤	zha4		知開二麻去	1	2	3
咭	ji1	xi	曉開A眞入	1	2	3
哂	shen3		書開眞上	1	2	3
唄	bai4		並夬去	1	1	3
唄	bei5			1	0	3
唏	xi1			1	2	3
唚	qin4		清侵去	1	2	3
唫	yin2		疑B侵平	2	0	3
唫	jin4		羣B侵上	1	0	3
唷	yo1	yu4	以三東入	1	1	3
唷	yo5			1	0	3
唸	nian4	dian4	端添去; 端開先去	1	2	3
啕	tao2		定豪平	1	2	3
啜	chuo4	chuo	昌合仙入	1	2	3
啫	zhe3			1	2	3
喁	yong2		疑鍾平	1	2	3
喑	yin1		影B侵平	1	2	3
嗅	xiu4		曉尤去	1	2	3
嗇	se4	she	生開蒸入	1	2	3
嗑	ke4	ge	見談入	1	1	3
嗑	ke1	ge	見談入	0	1	3
嗵	tong1		透一東平	1	2	3
嗷	ao2		疑豪平	1	2	3
嘁	qi1	za	精覃入	1	1	3
嘁	qi5			0	1	3
嘚	de1			1	1	3
嘚	de4			0	1	3
嘹	liao2		來蕭平	1	2	3
噍	jiao4		從宵去	1	2	3
噔	deng1		端開登平	1	2	3
噘	jue1	jue	見合元入	2	1	3
噝	si1		心之平	1	2	3
噼	pi1			1	2	3
囌	su1		心模平	1	2	3
囒	lan2			1	2	3
囝	jian3		見開B仙上	1	1	3
囝	nan1			1	0	3
囟	xin4		心開眞去	1	2	3
坋	ben4	fen4	並文上; 並文去	1	2	3
坵	qiu1		溪尤平	1	2	3
垛	duo3	duo4	定合一歌上	1	1	3
垛	duo4		定合一歌上	1	0	3
埇	yong3		以鍾上	1	2	3
埕	cheng2		澄開清平	1	2	3
塍	cheng2	sheng2	船開蒸平	1	2	3
塚	zhong3		知鍾上	1	2	3
壅	yong1		影鍾平	1	2	3
壢	li4		來開青入	1	2	3
壹	yi1	yi	影開A眞入	1	2	3
夤	yin2		以開眞平	1	2	3
奐	huan4		曉合寒去	2	1	3
奓	chi3			1	0	3
奓	she1			1	0	3
奓	zha4		知開二麻去	1	0	3
奘	zang4		從開唐上; 從開唐去	1	1	3
奘	zhuang3			1	0	3
奩	lian2		來鹽平	1	2	3
奭	shi4	shi	書開清入	2	1	3
奼	cha4	cha3	徹開二麻上	1	2	3
妁	shuo4	shuo2	常開陽入	2	1	3
妍	yan2		疑開先平	1	2	3
娓	wei3		明微上	1	2	3
媧	wa1	gua1	見合二麻平; 見合佳平	1	2	3
嫪	lao4		來豪去	2	1	3
嬋	chan2		常開仙平	1	2	3
嬗	shan4		常開仙去	1	2	3
嬪	pin2		並A眞平	1	2	3
嬴	ying2		以開清平	2	1	3
孛	bei4		並灰去	1	2	3
尙	shang4			1	2	3
尨	pang2			2	0	3
尨	mang2		明江平	1	0	3
尻	kao1		溪豪平	1	2	3
屌	diao3		端蕭上	1	2	3
屙	e1		影開一歌平	1	2	3
屹	yi4		疑欣入	1	2	3
岢	ke3		溪開一歌上	1	2	3
岫	xiu4		邪尤去	1	2	3
岷	min2		明B眞平	1	2	3
峋	xun2	xun1	心合眞平	1	2	3
峴	xian4		匣開先上	1	2	3
崆	kong1		溪一東平	1	2	3
崦	yan1		影B鹽平	1	2	3
嵫	zi1		精之平	1	2	3
嵬	wei2		疑灰平	1	2	3
嶂	zhang4		章開陽去	1	2	3
嶗	lao2		來豪平	1	2	3
嶙	lin2		來開眞平	1	2	3
嶧	yi4		以開清入	1	2	3
帘	lian2		來鹽平	1	2	3
帹	sha4	sha	生銜入	1	1	3
帹	qie4			1	0	3
幄	wo4	yue	影江入	1	2	3
幌	huang3	huang4	匣合唐上	1	2	3
幗	guo2	guo	見合耕入	1	2	3
幛	zhang4		章開陽去	1	2	3
庾	yu3		以虞上	1	2	3
廑	qin2	jin4	羣開B眞去	1	1	3
廑	jin3			1	0	3
廿	nian4	ri4	日侵入	1	2	3
弼	bi4	bi2	並B眞入	1	2	3
彀	gou4		見侯去	1	2	3
彊	jiang4		羣開陽上; 見開陽去	1	0	3
彊	qiang2		羣開陽平	1	0	3
彊	qiang3			1	0	3
彗	hui4	sui4	邪合祭去; 邪合脂去	1	2	3
徉	yang2		以開陽平	1	2	3
忐	tan3		透談上	1	2	3
忑	te4	te	透開登入	1	2	3
忪	zhong1		章鍾平	1	1	3
忪	song1		心一東平	0	1	3
怍	zuo4	zuo2	從開唐入	1	2	3
怛	da2	da	端開寒入	1	2	3
怫	fu2		並文入	1	1	3
怫	fei4		並微去	1	0	3
恒	heng2		匣開登平	1	2	3
悝	kui1		溪灰平	1	1	3
悝	li3		來之上	1	0	3
您	nin2	nin3	孃侵上	1	2	3
悻	xing4		匣開青上	1	2	3
惆	chou2	chou1	徹尤平	1	2	3
惋	wan3	wan4	影合寒去	1	2	3
惓	quan2			1	2	3
惝	chang3		昌開陽上	1	2	3
惦	dian4		端添去	1	2	3
惴	zhui4		章合支去	1	2	3
愎	bi4	bi2	並蒸入	1	2	3
慟	tong4	dong4	定一東去	1	2	3
憚	dan4		定開寒去	1	2	3
憝	dui4		定灰去	1	2	3
憬	jing3	jiong3	見合三庚上	1	2	3
懮	you1	you3	影尤上	0	2	3
懮	you3		影尤上	1	0	3
戔	jian1	can2	從開寒平	1	2	3
戕	qiang1	qiang2	從開陽平	1	2	3
戧	qiang1	chuang1	初開陽平	1	1	3
戧	qiang4		清開陽去	0	1	3
戽	hu4		曉模去; 匣模上	1	2	3
扦	qian1		清開仙平	1	2	3
抉	jue2	jue	見合先入	1	2	3
抿	min3		明A眞上	1	2	3
拊	fu3		滂虞上	1	2	3
拮	jie2	jie	見開先入	1	2	3
挲	suo1		心開一歌平	1	1	3
挲	sa5			0	1	3
捆	kun3		溪魂上	1	2	3
捍	han4		匣開寒去	1	2	3
捎	shao1		生肴平	1	2	3
捩	lie4		來開先入	1	2	3
捫	men2		明魂平	1	2	3
据	ju1		見魚平	1	1	3
据	ju4			1	0	3
捱	ai2	ya2	疑開佳平	1	2	3
捺	na4		泥開寒入	1	2	3
搲	wa1			1	0	3
搲	wa3			1	0	3
搲	wa4			1	0	3
摀	wu3		影模上	1	2	3
摁	en4		影痕去	1	2	3
摑	guai1	guo	見合耕入	1	2	3
撝	hui1		曉合B支平	1	2	3
攆	nian3	lian3	來開仙上	1	2	3
攫	jue2	jue	見合陽入	1	2	3
敕	chi4	chi	徹開蒸入	1	2	3
斌	bin1		幫B眞平	1	2	3
昴	mao3		明肴上	1	2	3
晟	cheng2	sheng4	常開清去	1	1	3
晟	sheng4		常開清去	1	0	3
暱	ni4		孃開眞入	1	2	3
曖	ai4		影咍去; 影開泰去	1	2	3
朊	ruan3	yuan3	疑合元上	1	2	3
朐	qu2		羣虞平	1	2	3
朮	zhu2		澄合眞入	1	1	3
朮	shu4			1	0	3
杌	wu4		疑魂入	1	2	3
杰	jie2		羣開B仙入	1	2	3
枇	pi2		並A脂平	1	2	3
枓	dou3		端侯上	1	2	3
枳	zhi3		章開支上	1	2	3
柢	di3		端開齊上	1	2	3
桄	guang1		見合唐平	1	1	3
桄	guang4		見合唐去	1	0	3
桉	an1		影開寒平	1	2	3
桫	suo1		心開一歌平	1	2	3
梔	zhi1		章開支平	1	2	3
棱	leng2		來開登平	1	2	3
棻	fen1		滂文平	1	2	3
椏	ya1		影開二麻平	1	2	3
椪	peng4		滂耕去	1	2	3
椿	chun1		徹合眞平	1	2	3
楂	zha1		莊開二麻平	1	1	3
楂	cha2		崇開二麻平	1	0	3
楹	ying2		以開清平	1	2	3
榧	fei3		幫微上	1	2	3
槜	zui4			1	2	3
樵	qiao2		從宵平	1	2	3
橈	rao2		日宵平	1	2	3
櫞	yuan2		以合仙平	1	2	3
櫪	li4		來開青入	1	2	3
櫱	nie4	ye4	疑開B仙入	1	2	3
櫸	ju3		見魚上	1	2	3
欷	xi1		曉開微平	1	2	3
歃	sha4	sha	生咸入	1	2	3
殍	piao3	biao4	並B宵上	1	2	3
殤	shang1		書開陽平	1	2	3
殮	lian4		來鹽去	1	2	3
殽	yao2	xiao2	匣肴平	1	1	3
殽	xiao2		匣肴平	1	0	3
毓	yu4		以三東入	1	2	3
氛	fen1		滂文平	1	2	3
氹	dang4	dan4	定談上	1	2	3
氽	tun3		透魂上	1	2	3
沆	hang4		匣開唐上	1	2	3
沌	dun4		定魂上	1	2	3
洄	hui2		匣灰平	1	2	3
洇	yin1		影開A眞平	1	1	3
洇	yan1			1	0	3
洙	zhu1	shu2	常虞平	2	1	3
浠	xi1		曉開微平	1	2	3
淥	lu4		來一東入; 來鍾入	1	2	3
渥	wo4	yue	影江入	1	2	3
渫	xie4	xie	心開仙入	2	1	3
湃	pai4		滂皆去	1	2	3
湍	tuan1		透合寒平	1	2	3
湎	mian3		明A仙上	1	2	3
湞	zhen1	zheng1	知開清平	1	2	3
溮	shi1			1	2	3
滁	chu2		澄魚平	1	2	3
漊	lou2	lou3	來侯上	1	1	3
漊	lü3		來虞上	1	0	3
漩	xuan2		邪合仙平	1	2	3
漯	luo4		來合一歌去	0	2	3
漯	ta4			1	0	3
漵	xu4		邪魚上	1	2	3
潵	sa3			2	0	3
潵	san4			1	0	3
潺	chan2		崇開仙平; 崇開山平	1	2	3
澠	mian3	min3	明A眞上	0	2	3
澠	sheng2		船開蒸平	1	0	3
濉	sui1		心合脂平	1	2	3
濛	meng2		明一東平	1	2	3
濞	bi4	pi4	滂B脂去; 滂齊去	1	2	3
濠	hao2		匣豪平	1	2	3
瀣	xie4		匣開皆去	1	2	3
瀰	mi2		明A支平	1	2	3
灕	li2		來開支平	2	1	3
灞	ba4		幫二麻去	1	2	3
炷	zhu4		章虞去	1	2	3
烊	yang2		以開陽平	1	1	3
烊	yang4	yang2	以開陽平	0	1	3
烜	xuan3		曉合元上	1	2	3
烝	zheng1		章開蒸平	1	2	3
焢	kong4	hong1	曉一東平	1	1	3
焢	hong1		曉一東平	1	0	3
煢	qiong2		羣合清平	1	2	3
煬	yang2		以開陽平	1	2	3
熵	shang1		書開陽平	1	2	3
燾	dao4		定豪去	1	1	3
燾	tao1	tao2	定豪平	0	1	3
爨	cuan4		清合寒去	2	1	3
牖	you3		以尤上	1	2	3
牴	di3		端開齊上	1	2	3
牸	zi4		從之去	1	2	3
牾	wu3			1	2	3
犄	ji1	yi1	影開B支平	1	2	3
犒	kao4		溪豪去	1	2	3
犟	jiang4			1	2	3
狓	pi1		滂B支平	1	2	3
猇	xiao1		曉肴平	1	2	3
猗	yi1		影開B支平	1	2	3
猢	hu2		匣模平	1	2	3
猵	pian4	bian1	幫先平	1	1	3
猵	bian1		幫先平	1	0	3
猻	sun1		心魂平	1	2	3
獁	ma3		明二麻上	1	2	3
獒	ao2		疑豪平	1	2	3
獙	bi4			1	2	3
獠	liao2		來蕭平	1	2	3
獼	mi2		明A支平	1	2	3
玃	jue2	jue	見合陽入	1	2	3
玟	wen2	min2	明B眞平	1	1	3
玟	min2		明B眞平	1	0	3
珓	jiao4		見肴去	1	2	3
珙	gong3			1	2	3
珮	pei4	bei4	並灰去	1	2	3
琛	chen1		徹侵平	1	2	3
琥	hu3		曉模上	1	2	3
琺	fa4	fa	幫凡入	1	2	3
瑋	wei3		云合微上	1	2	3
璐	lu4		來模去	1	2	3
璜	huang2		匣合唐平	1	2	3
瓿	bu4	bou4	並侯上	1	2	3
畑	tian2			1	2	3
畚	ben3		幫魂上	1	2	3
痍	yi2		以開脂平	1	2	3
痤	cuo2		從合一歌平	1	2	3
瘍	yang2		以開陽平	1	2	3
瘓	huan4	tuan3	透合寒上	1	2	3
瘰	luo3		來合一歌上	1	2	3
瘴	zhang4		章開陽去	1	2	3
癉	dan4	dan1	端開寒平	1	1	3
癉	dan1		端開寒平	1	0	3
癯	qu2		羣虞平	1	2	3
癰	yong1		影鍾平	1	2	3
皈	gui1		見合微平	1	2	3
皒	e2			1	2	3
盹	dun3	zhun4	章合眞去	1	2	3
眈	dan1		端覃平	1	2	3
眙	yi2		以之平	1	2	3
眵	chi1		昌開支平	1	2	3
眽	mo4		明耕入	1	2	3
睇	di4		定開齊去	1	2	3
睺	hou2		匣侯平	1	2	3
睿	rui4	wei4	以合祭去	1	2	3
瞇	mi1	mi3	明A支上	1	2	3
瞌	ke1	ke	溪談入; 溪開寒入	1	2	3
瞓	fen4			1	2	3
瞥	pie1	pie	滂A仙入; 滂先入	1	2	3
矍	jue2	jue	見合陽入	2	1	3
矗	chu4	chu	初三東入; 徹三東入	1	2	3
砒	pi1		滂齊平	1	2	3
砥	di3	zhi3	章開支上; 章開脂上	1	2	3
硃	zhu1		章虞平	1	2	3
硐	dong4		定一東上	1	1	3
硐	tong2		定一東平	1	0	3
碁	qi2		羣之平	1	2	3
碚	bei4		並灰上	1	2	3
碭	dang4		定開唐去	1	2	3
磧	qi4	qi	清開清入	1	2	3
磬	qing4		溪開青去	1	2	3
磴	deng4		端開登去	1	2	3
礆	jian3			1	2	3
礤	ca3	ca	清開寒入	1	2	3
祆	xian1		曉開先平	1	2	3
祐	you4		云尤去	1	2	3
祺	qi2		羣之平	1	2	3
禊	xi4		匣開齊去	1	2	3
禳	rang2		日開陽平	1	2	3
秣	mo4		明寒入	1	2	3
秭	zi3		精開脂上	1	2	3
秸	jie1	jia	見開山入	1	2	3
穰	rang2		日開陽平	2	1	3
窒	zhi4	zhi	知開眞入	1	2	3
窾	kuan3		溪合寒上	1	1	3
窾	cuan4			1	0	3
笠	li4		來侵入	1	2	3
筑	zhu4	zhu	知三東入	2	1	3
筠	yun2		云合眞平	1	2	3
箜	kong1		溪一東平	1	2	3
篔	yun2		云文平	1	2	3
篝	gou1		見侯平	1	2	3
篹	suan3		心合寒上	1	0	3
篹	zhuan4			1	0	3
篹	zuan3			1	0	3
簪	zan1		精覃平	1	2	3
簹	dang1		端開唐平	1	2	3
粲	can4		清開寒去	1	2	3
粳	jing1	geng1	見開二庚平	1	2	3
糅	rou2	niu4	孃尤去	1	2	3
糍	ci2		從開脂平	1	2	3
糨	jiang4		羣開陽去	1	2	3
紇	he2		匣痕入	1	1	3
紇	ge1			1	0	3
紈	wan2	huan2	匣合寒平	1	2	3
紉	ren4	nin2	孃開眞平	1	2	3
紕	pi1		滂A脂平	1	2	3
紝	ren4	ren2	日侵平	1	2	3
綦	qi2		羣之平	1	2	3
緘	jian1		見咸平	1	2	3
縉	jin4		精開眞去	1	2	3
縞	gao3		見豪上	1	2	3
縟	ru4		日鍾入	1	2	3
繒	zeng1			2	0	3
繒	zeng4			1	0	3
纂	zuan3		精合寒上	1	2	3
纈	xie2		匣開先入	1	2	3
纔	cai2		從咍平	1	2	3
罌	ying1	eng1	影開耕平	1	2	3
罘	fu2	fou2	並尤平	1	2	3
罟	gu3		見模上	1	2	3
羆	pi2	bi1	幫B支平	1	2	3
翌	yi4		以開蒸入	1	2	3
翱	ao2		疑豪平	1	2	3
翳	yi4		影開齊去	1	2	3
耋	die2		定開先入	1	2	3
耷	da1	da	端談入	1	2	3
聆	ling2		來開青平	1	2	3
肈	zhao4		澄宵上	1	2	3
肓	huang1		曉合唐平	1	2	3
胠	qu1		溪魚平	1	2	3
膾	kuai4	gui4	見合泰去	1	2	3
臧	zang1		精開唐平	2	1	3
舢	shan1		生開山平	1	2	3
舫	fang3	fang4	幫陽去	1	2	3
艄	shao1		生肴平	1	2	3
艎	huang2		匣合唐平	1	2	3
艨	meng2		明一東平	1	2	3
芑	qi3		溪之上	1	2	3
苡	yi3		以之上	1	2	3
茌	chi2		崇之平	1	2	3
荃	quan2	quan1	清合仙平	1	2	3
荇	xing4	heng4	匣開二庚上	1	2	3
荏	ren3		日侵上	1	2	3
荻	di2		定開青入	1	2	3
莿	ci4		清開支去	1	2	3
菔	fu2		並三東入	1	2	3
菖	chang1		昌開陽平	1	2	3
菟	tu4		透模去	1	2	3
菽	shu1	shu	書三東入	1	2	3
萇	chang2		澄開陽平	2	1	3
萋	qi1		清開齊平	1	2	3
萣	ding4		定開青去	1	2	3
萱	xuan1		曉合元平	1	2	3
萵	wo1		影合一歌平	1	2	3
萸	yu2		以虞平	1	2	3
萼	e4		疑開唐入	1	2	3
葙	xiang1		心開陽平	1	2	3
蓼	liao3		來蕭上	1	1	3
蓼	lu4		來三東入	1	0	3
蕒	mai3		明佳上	1	2	3
蕙	hui4		匣合齊去	1	2	3
蕤	rui2		日合脂平	1	2	3
蕨	jue2	jue	見合元入	1	2	3
蕹	weng4		影一東去	1	2	3
薈	hui4	wei4	影合泰去	1	2	3
藕	ou3		疑侯上	1	2	3
藘	lü2		來魚平	1	2	3
藨	biao1		幫B宵平	1	2	3
蘄	qi2		羣之平	1	2	3
蘢	long2		來一東平; 來鍾平	1	2	3
蘧	qu2		羣虞平; 羣魚平	2	1	3
蘵	zhi2			1	2	3
虢	guo2	guo	見合二庚入	1	2	3
蚩	chi1		昌之平	2	1	3
蚶	han1		曉談平	1	2	3
蜃	shen4		常開眞上; 常開眞去	1	2	3
蜇	zhe2	zhe	知開仙入	1	1	3
蜇	zhe1			1	0	3
蜈	wu2		疑模平	1	2	3
蜢	meng3		明二庚上	1	2	3
蜴	yi4		以開清入	1	2	3
蝃	zhuo1	zhuo	章合仙入	1	1	3
蝃	di4		端開齊去	1	0	3
螅	xi1	xi	心開蒸入	1	2	3
螉	weng1		影一東平	1	2	3
螵	piao1		滂A宵平	1	2	3
蟀	shuai4	shuai	生合眞入	1	2	3
蟋	xi1	xi	心開眞入	1	2	3
蟎	man3		明寒上	1	2	3
蟪	hui4		匣合齊去	1	2	3
蟯	nao2	rao2	日宵平	1	2	3
蠊	lian2		來鹽平	1	2	3
蠔	hao2		匣豪平	1	2	3
蠖	huo4	wo	影合唐入	1	2	3
蠨	xiao1		心蕭平	1	2	3
衊	mie4		明先入	1	2	3
衕	tong4	dong4	定一東去	1	1	3
衕	tong2		定一東平	0	1	3
衽	ren4		日侵去	1	2	3
衾	qin1		溪B侵平	1	2	3
袞	gun3		見魂上	1	2	3
裎	cheng2		澄開清平	1	1	3
裎	cheng3		徹開清上	1	0	3
裒	pou2		並侯平	1	2	3
裰	duo1	duo	端合寒入	1	2	3
裴	pei2		並灰平	1	2	3
褙	bei4		幫灰去	1	2	3
褟	ta1			1	2	3
褳	lian5	lian2	來開仙平	0	2	3
褳	lian2		來開仙平	1	0	3
襻	pan4		滂刪去	1	2	3
覲	jin4		羣開B眞去	1	2	3
觚	gu1		見模平	1	2	3
觧	jie3			1	0	3
觧	jie4			1	0	3
觧	xie4			1	0	3
觱	bi4	bi	幫A眞入	1	2	3
訇	hong1		曉合耕平	2	1	3
訢	xin1		曉欣平	1	2	3
詁	gu3		見模上	1	2	3
詆	di3		端開齊上	1	2	3
詈	li4		來開支去	1	2	3
詛	zu3	zhu4	莊魚去	1	2	3
諤	e4		疑開唐入	1	2	3
謄	teng2		定開登平	1	2	3
謗	bang4		幫唐去	1	2	3
謾	man4		明寒去; 明刪去	1	1	3
謾	man2		明刪平; 明寒平	1	0	3
譎	jue2	jue	見合先入	1	2	3
譬	pi4		滂A支去	1	2	3
讌	yan4		影開先去	1	2	3
讖	chen4		初侵去	1	2	3
豔	yan4		以鹽去	1	2	3
豸	zhi4		澄開支上	1	2	3
賃	lin4	nin4	孃侵去	1	2	3
趔	lie4		來開仙入	1	2	3
趿	ta1	sa	心覃入	1	2	3
踅	xue2		邪合仙入	1	1	3
踅	chi4			1	0	3
踱	duo2		定開唐入	1	2	3
踽	ju3		見虞上	1	2	3
蹙	cu4	zu	精三東入	1	2	3
蹡	qiang4		清開陽去	1	1	3
蹡	qiang1		清開陽平	1	0	3
蹧	zao1		精豪平	1	2	3
躞	xie4	xie	心添入	1	2	3
輦	nian3	lian3	來開仙上	1	2	3
轀	wen1			1	2	3
迢	tiao2		定蕭平	1	2	3
逋	bu1		幫模平	1	2	3
逡	qun1		清合眞平	1	2	3
遢	ta5			0	2	3
遢	ta4			1	0	3
遨	ao2		疑豪平	1	2	3
遴	lin2	lin4	來開眞去	2	1	3
邗	han2		匣開寒平	1	2	3
邡	fang1		幫陽平	1	2	3
邷	wa3		疑合二麻上	2	1	3
郤	xi4	qi	溪開三庚入	2	1	3
郯	tan2		定談平	1	2	3
郴	chen1		徹侵平	1	2	3
郾	yan3		影開元上	1	2	3
鄄	juan4		見合A仙去	1	2	3
鄆	yun4		云文去	1	2	3
鄢	yan1		影開B仙平	1	2	3
鄯	shan4		常開仙上; 常開仙去	1	2	3
