Unicode		按	遺		現		TUPA（用現）	遺	現
14215	㞇		影灰上	✓	影合一灰上	✓	qojq		wui2
14219	㞋		孃開仙上	✓	孃開三仙上	✓	nrienq		nin5
14219	㞋		日合仙上	✓	日合三仙上	✓	njwienq		jyun5
14223	㞏		澄侵入	✓	澄開三侵入	✓	drip		zap6
14226	㞒		曉開皆去	✓	曉開二皆去	✓	heejh		haai3
14227	㞓		溪開A脂去	✓	溪開三A脂去	✓	khih		hei3
14229	㞕		心魂入	✓	心合一魂入		sot		syut3
14233	㞙		泥蕭去	✓	泥開四蕭去	✓	newh		niu6
14234	㞚		初侵入	✓	初開三侵入	✓	tsrhyip		cap1
14234	㞚		生銜入	✓	生開二銜入	✓	sraep		saap3
14234	㞚		莊咸入	✓	莊開二咸入	✓	tsreep		zaap3
14235	㞛		見開B脂上	✓	見開三B脂上	✓	kyiq		gei2
14236	㞜		透灰平	✓	透合一灰平	✓	thoj		teoi1
14239	㞟		定開先去	✓	定開四先去	✓	denh		din6
14239	㞟		端開青上	✓	端開四青上	✓	tengq		ding2
14241	㞡		知開仙上	✓	知開三仙上	✓	trienq		zin2
14242	㞢		章之平	✓	章開三之平	✓	tjy		zi1
14243	㞣		並文平	✓	並三C文平	✓	bun		fan4
14243	㞣		滂文平	✓	滂三C文平	✓	phun		fan1
14245	㞥		崇侵平	✓	崇開三侵平	✓	dzryim		cam4
14246	㞦		見開B脂上	✓	見開三B脂上	✓	kyiq		gei2
14263	㞷		羣合陽平	✓	羣合三C陽平	✓	guang		kwong4
14269	㞽		曉合元入	✓	曉合三C元入	✓	huot		hyut3
14277	㟅		來一東平	✓	來一東平	✓	loung		lung4
14277	㟅		疑一東平	✓	疑一東平	✓	ngoung		jung4
14277	㟅		疑江平	✓	疑二江平	✓	ngoeung		ngong4
14281	㟉		來豪平	✓	來開一豪平	✓	law		lou4
14283	㟋		定合泰去	✓	定合一泰去	✓	dwajh		deoi6
14284	㟌		明江平	✓	明二江平	✓	moeung		mong4
14285	㟍		來開唐平	✓	來開一唐平	✓	lang		long4
14286	㟎		透合一歌上	✓	透合一歌上	✓	thwaq		to2
14286	㟎		透灰上	✓	透合一灰上	✓	thojq		teoi2
14287	㟏		曉覃平	✓	曉開一覃平	✓	hom		ham1
14288	㟐		明唐上	✓	明一唐上	✓	mangq		mong5
